season,batter_id,batter_name,team,batter_stance,pitches_seen,qualified_300,swing_aggression,za_raw,za_percentile,dv_per_100,swing_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,meatball_swing_pct,shadow_swing_pct,chase_swing_pct,waste_swing_pct,z_swing_residual,o_swing_residual,heart_swing_residual,meatball_swing_residual,waste_swing_residual,shadow_swing_residual,cluster_id,cluster_distance,cluster_distance_outlier,z_swing_residual_z,o_swing_residual_z,heart_swing_residual_z,meatball_swing_residual_z,waste_swing_residual_z,shadow_swing_residual_z
2024,68205,전민재,DOO,,1011,True,6.811208,-2.323098,19.032,5.739946,53.016815,70.021413,38.419118,31.602295,73.469388,78.461538,61.057692,38.528139,10.92437,6.792184,7.339152,5.896797,8.120819,1.543876,8.11826,2,0.853748,False,1.29158,1.361113,1.063032,1.121128,0.40406,1.29145
2024,65586,전병우,SAM,,550,True,-2.067595,2.665982,79.032,6.732824,44.545455,68.163265,25.57377,42.589495,75.78125,84.375,52.444444,20.0,5.970149,-1.177544,-1.563722,0.583504,6.011866,-0.161376,-2.162314,1,1.611411,False,-0.223918,-0.290007,0.10519,0.829974,-0.042235,-0.34398
2024,50820,전의산,SSG,,260,False,3.539101,2.098684,70.968,7.505155,51.538462,74.380165,31.654676,42.725489,75.0,70.37037,65.217391,29.230769,3.225806,,,,,,,,,,,,,,,
2024,78513,전준우,LOT,,1849,True,0.83887,2.333483,72.581,6.656426,45.321796,67.591425,28.598485,38.99294,75.696203,79.411765,54.947917,21.676892,5.583756,-1.342075,1.198245,1.006638,1.583288,-0.764298,0.452279,1,1.510494,False,-0.255205,0.222226,0.181469,0.218582,-0.20003,0.071948
2024,67123,전준호,LG,,5,False,41.693444,-33.650112,0.0,1.873771,100.0,100.0,100.0,0.0,,,100.0,100.0,100.0,,,,,,,,,,,,,,,
2024,53568,정대선,LOT,,8,False,4.578823,-12.432778,0.0,1.832581,50.0,50.0,50.0,0.0,,,60.0,0.0,50.0,,,,,,,,,,,,,,,
2024,68518,정보근,LOT,,476,True,8.129823,-2.875982,11.29,3.752257,52.731092,68.518519,39.615385,28.903134,67.924528,71.428571,61.032864,38.095238,17.307692,5.966568,8.098519,1.196948,1.976887,7.567151,8.278203,2,1.583936,False,1.134584,1.501945,0.215777,0.272921,1.980458,1.316894
2024,79231,정수빈,DOO,,2494,True,-7.104253,-0.698506,34.516,7.035834,38.692863,57.276596,22.137983,35.138613,62.1875,67.058824,45.01992,18.472469,3.832753,-7.942744,-7.658197,-7.868067,-5.89423,-4.489781,-8.462443,1,1.851127,False,-1.510367,-1.420283,-1.418398,-0.813734,-1.175056,-1.346203
2024,69159,정우영,LG,,3,False,-14.523538,-14.413077,0.0,13.342478,66.666667,66.666667,,,66.666667,100.0,,,,,,,,,,,,,,,,,,
2024,68743,정은원,HAN,,341,True,-11.960599,-0.983453,29.355,7.66704,32.258065,51.333333,17.277487,34.055846,63.333333,66.666667,32.55814,12.162162,4.166667,-13.536949,-12.743864,-6.28673,-5.828194,-4.341429,-20.828995,1,3.94095,True,-2.574144,-2.363467,-1.133326,-0.804617,-1.136229,-3.31347
