season,batter_id,batter_name,batter_stance,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,za_with_contact_plus,z_za_with_contact_plus,o_za_with_contact_plus,z_swing_pct,o_swing_pct,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,shadow_in_pitches,shadow_out_pitches,heart_vs_chase_residual,zone_vs_out_residual,pure_hc_residual_z,pure_zo_residual_z,pure_z_attack_z,out_zone_take_pct,pure_o_restraint_z,pure_cluster_id,pure_cluster_distance,pure_hc_residual_z_adjusted,pure_zo_residual_z_adjusted,pure_z_attack_z_adjusted,pure_o_restraint_z_adjusted,zone_awareness_raw,z_zone_awareness_raw,o_zone_awareness_raw,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus,za_with_contact_value,za_with_contact_per_100
2025,54908,고승완,,49,False,55.102041,47.333973,1.537471,3.137696,22.604706,27,0.227997,22,6.708691,19,2.46494,30,3.563775,10,-5.648468,8.359689,-19.656625,19,1.762365,2.142838,-1.471655,13,4.706896,-14.414155,16.657553,7,16.508174,,16.508174,59.768,45.556,79.364,63.1579,50.0,50.0,77.7778,100.0,38.4615,0.0,9,10,-23.265122,-14.006621,-3.759884,-2.65666,-0.331366,50.0,-3.370075,2,8.142811,-3.629187,-2.43958,-0.492631,-2.756317,-3.034383,-0.492631,-2.756317,30.263,89.012,46.911,1.537471,3.137696
2025,54344,고영우,,91,False,46.153846,45.310072,3.287156,3.61226,32.125736,42,0.180992,49,6.553346,44,4.761837,47,2.536059,25,8.45635,11.281926,-12.264543,35,-1.681848,-6.502731,1.166856,21,0.990416,-22.29503,12.633139,10,15.537282,,15.537282,66.633,83.318,70.823,63.6364,29.7872,88.0,31.5789,43.75,33.3333,0.0,19,16,16.209394,-1.558581,2.619606,-0.295619,-0.255965,70.2128,0.018629,3,4.6025,2.523186,-0.414099,-0.192245,-0.2727,1.054543,-0.192245,-0.2727,124.236,95.712,94.748,3.287156,3.61226
2025,61353,고종욱,,428,True,54.439252,47.344845,23.686675,5.53427,48.940064,233,3.283795,195,8.223299,205,7.116906,223,4.079381,109,7.792779,10.741195,-3.231732,177,2.536033,2.601323,2.423533,97,5.450168,-11.401011,11.949908,45,12.03801,-17.767422,18.482428,94.437,122.036,83.649,75.122,35.426,78.8991,70.8333,54.321,27.8351,17.7778,96,81,8.689396,6.587855,1.404296,1.24953,1.553899,64.574,-0.926723,4,2.191545,0.754626,0.584113,0.913585,-0.769525,0.669369,0.913585,-0.769525,115.384,120.377,85.178,23.686675,5.53427
2025,69100,구본혁,,1508,True,45.291777,44.834098,92.837321,6.156321,53.149996,683,3.539187,825,8.32299,671,6.499438,837,5.881254,369,7.423361,12.383737,-2.743361,638,3.721607,3.235569,4.24564,336,5.336476,-16.756078,13.419118,165,14.40649,-15.487738,17.178141,103.435,111.885,98.623,63.3383,30.8244,67.2087,58.6093,45.8333,26.7857,8.4848,302,336,-2.699269,-2.470886,-0.43623,-0.468657,-0.302939,69.1756,-0.155259,3,1.135859,-0.53265,-0.587137,-0.239219,-0.446588,-0.559894,-0.239219,-0.446588,87.132,94.664,91.398,92.837321,6.156321
2025,62404,구자욱,,2508,True,41.985646,45.659065,166.829843,6.651908,54.583183,1053,3.906928,1455,8.63848,1117,6.158485,1391,7.048136,582,6.153172,11.776047,-4.265685,1025,4.409517,4.763367,4.061827,596,6.769518,-16.051379,13.973465,305,14.909675,-19.241403,17.826493,110.605,106.279,108.32,62.3993,25.5931,64.9485,59.6262,38.5714,23.9933,7.8689,535,490,-4.156568,-0.312035,-0.671744,-0.059184,-0.450903,74.4069,0.721776,3,1.149211,-0.768164,-0.177664,-0.387183,0.430447,-0.472914,-0.387183,0.430447,89.131,91.364,108.291,166.829843,6.651908
2025,52769,권광민,,73,False,54.794521,45.323539,4.287089,5.872725,52.852123,40,5.563702,33,6.247298,33,9.247909,40,3.088198,15,7.985538,10.716462,-2.938155,31,7.945641,12.178428,2.084858,17,1.104621,-8.999505,10.086067,10,4.383241,-26.632557,12.137191,99.333,157.07,75.412,69.697,42.5,80.0,61.1111,53.8462,47.0588,20.0,18,13,4.262889,-3.026199,0.688927,-0.573984,0.699045,57.5,-2.112689,2,1.562972,0.819624,-0.356904,0.53778,-1.498931,0.23136,0.53778,-1.498931,105.317,111.995,71.129,4.287089,5.872725
2025,51003,권동진,,1261,True,43.774782,46.294473,78.179289,6.199785,52.285176,552,4.102774,709,7.832437,593,5.334556,668,6.967871,310,6.301597,11.815865,-4.780476,502,2.719109,4.349841,0.836418,297,7.487615,-17.039746,14.224744,152,14.971182,-21.726391,18.116688,104.064,92.734,107.653,62.9005,26.7964,66.7742,58.6572,47.032,21.5488,7.8947,283,219,-1.627998,-0.523401,-0.263101,-0.099274,-0.371926,73.2036,0.520041,3,0.87652,-0.359521,-0.217754,-0.308206,0.228712,-0.288637,-0.308206,0.228712,93.366,93.125,104.405,78.179289,6.199785
2025,55371,권혁빈,,91,False,34.065934,46.781787,3.324995,3.65384,34.403619,31,-1.89903,60,6.522823,41,1.685005,50,5.268285,24,2.990922,10.699478,-3.531701,39,0.988611,-2.047762,2.33811,21,4.297614,-19.384597,16.138719,7,18.844521,-16.298846,24.701748,67.234,32.734,93.529,41.4634,28.0,45.8333,35.2941,27.2727,33.3333,14.2857,17,22,-25.957306,-22.673244,-4.194969,-4.300474,-3.749915,72.0,0.318256,1,5.762578,-3.665697,-3.801202,-3.180703,0.04081,-3.733449,-3.180703,0.04081,14.197,29.055,100.786,3.324995,3.65384
2025,63963,권희동,,2042,True,34.916748,48.545134,178.857281,8.758927,68.781087,713,9.475227,1329,8.374636,997,6.39286,1045,11.016313,511,7.368219,15.048202,-3.551188,870,5.443758,8.489358,3.200592,466,11.928957,-19.977979,15.007038,195,19.618484,-24.033205,20.300542,141.085,110.132,141.296,54.5637,16.1722,58.7084,50.2058,32.5521,8.7983,1.5385,486,384,-6.027636,-2.568802,-0.974128,-0.487229,-1.685612,83.8278,2.301203,1,1.723292,-0.444856,0.012043,-1.1164,2.023757,-0.216406,-1.1164,2.023757,95.026,75.099,138.979,178.857281,8.758927
2025,51005,김건형,,1,False,100.0,53.118799,0.031485,3.148467,100.0,1,3.148467,0,,1,3.148467,0,,0,,,,1,3.148467,3.148467,,0,,,,0,,,,59.923,56.794,,100.0,,,100.0,,,,1,0,,,,,5.474094,,,,,,,5.474094,,,5.474094,,,222.099,,0.031485,3.148467
2025,53312,김건희,,1351,True,47.964471,46.117734,67.320505,4.983013,44.358794,648,2.58356,703,7.194742,638,6.105854,713,3.978283,323,7.003514,12.685128,-3.555239,557,3.507537,4.036002,2.872543,311,2.157762,-16.156092,12.465057,160,11.532209,-18.508738,16.321346,86.462,105.414,82.808,62.8527,34.6424,65.0155,60.6349,46.6942,36.0129,13.75,315,242,-7.545574,-5.217415,-1.219443,-0.989596,-0.379458,65.3576,-0.795352,2,1.530357,-1.088746,-0.772516,-0.540723,-0.181594,-0.930631,-0.540723,-0.181594,78.612,87.939,96.502,67.320505,4.983013
2025,66614,김규성,,841,True,45.065398,47.038663,53.375204,6.346635,51.541344,379,3.690605,462,8.5255,386,6.349285,455,6.344387,202,7.41097,12.230221,-4.269587,337,3.069819,3.897398,2.17583,218,7.466031,-16.340997,15.499077,84,14.028341,-22.245351,16.818625,106.189,109.416,102.471,63.9896,29.011,70.7921,56.5217,46.4052,25.2294,7.1429,184,153,1.331615,-0.745734,0.215203,-0.141445,-0.200309,70.989,0.14876,3,0.669857,0.118783,-0.259925,-0.136589,-0.142569,-0.070571,-0.136589,-0.142569,98.378,96.953,97.254,53.375204,6.346635
2025,66112,김기연,,875,True,48.571429,42.152663,43.943188,5.022079,46.696361,425,1.245222,450,8.58911,378,3.803311,497,5.949029,200,4.642185,8.693664,-4.375622,344,2.618652,2.20007,3.24349,220,5.417136,-12.292779,13.856088,111,12.372034,-25.09334,16.081477,87.027,67.559,99.186,67.1958,34.4064,69.0,65.1685,54.2169,32.2727,9.009,178,166,-2.485651,-0.734562,-0.401707,-0.139326,0.304914,65.5936,-0.755786,2,1.159992,-0.27101,0.077754,0.143649,-0.142028,-0.096628,0.143649,-0.142028,97.779,103.204,97.264,43.943188,5.022079
2025,69620,김기훈,,3,False,66.666667,66.576614,-0.014215,-0.473836,-5.716673,2,-0.68486,1,-0.05179,2,5.835233,1,-13.091974,1,11.722255,11.722255,,1,-0.05179,,-0.05179,1,-13.091974,-13.091974,,0,,,,7.523,100.965,-59.049,50.0,100.0,100.0,0.0,,100.0,,1,0,9.040659,-56.773332,1.461064,-10.768296,-2.404745,0.0,-11.752644,,,1.461064,-10.768296,-2.404745,-11.752644,-4.653616,-2.404745,-11.752644,-6.951,46.362,-126.367,-0.014215,-0.473836
2025,69238,김대한,,137,False,52.554745,45.556133,10.762821,7.856074,63.317841,72,4.299048,65,11.796163,57,8.532133,80,7.374381,33,5.781927,8.390071,-5.954725,50,6.526231,7.025545,5.556975,37,4.861246,-12.40362,13.148381,17,22.311815,,22.311815,128.024,145.303,111.031,80.7018,32.5,81.8182,79.1667,53.8462,32.4324,0.0,24,26,10.28663,13.900363,1.662426,2.636506,2.433146,67.5,-0.436175,4,2.601701,1.012756,1.971089,1.792832,-0.278977,1.491923,1.792832,-0.278977,134.288,139.989,94.627,10.762821,7.856074
2025,52605,김도영,,444,True,47.072072,45.904878,25.283745,5.694537,50.736003,209,3.457047,235,7.684476,199,5.595789,245,5.774745,113,5.979053,10.547893,-6.661402,168,1.986952,2.804688,0.754247,104,7.829641,-15.414425,14.429808,59,11.943234,-40.847021,13.795524,96.755,97.028,97.737,69.3467,28.9796,73.4513,63.9535,56.0976,22.1154,3.3898,86,82,4.886187,4.62996,0.789658,0.878173,0.643846,71.0204,0.154024,4,1.282348,0.139988,0.212756,0.003532,0.311222,0.176372,0.003532,0.311222,104.053,100.079,105.994,25.283745,5.694537
2025,69442,김도환,,47,False,51.06383,45.277417,1.410227,3.000483,39.538125,24,0.857575,23,5.236561,24,4.009951,23,1.947126,12,4.663307,8.542514,-3.095106,20,1.823889,0.921678,3.499424,9,7.420273,-3.555246,8.792213,6,-3.032872,-28.092443,9.496914,57.783,70.957,65.929,70.8333,30.4348,66.6667,75.0,50.0,11.1111,33.3333,12,8,1.265663,5.254825,0.204544,0.996692,0.878099,69.5652,-0.089942,2,4.569381,0.335241,1.213772,0.716834,0.523816,0.774506,0.716834,0.523816,117.8,115.989,110.089,1.410227,3.000483
2025,66838,김동엽,,120,False,51.666667,49.464886,5.500404,4.58367,42.138494,62,3.566426,58,5.671068,54,8.082284,66,1.721167,31,10.177941,15.456672,-2.725625,43,2.995876,5.287338,0.360694,29,1.579316,-14.157877,12.687923,17,3.52361,-14.128523,10.878665,80.685,137.907,64.051,64.8148,40.9091,70.9677,56.5217,50.0,41.3793,29.4118,23,20,-3.13638,-6.966306,-0.506871,-1.321311,-0.070277,59.0909,-1.845973,2,3.452003,-0.376174,-1.104231,-0.231542,-1.232215,-0.740202,-0.231542,-1.232215,82.988,94.835,76.266,5.500404,4.58367
2025,52267,김동준,,338,True,61.242604,44.736758,9.631026,2.849416,28.050746,207,-0.419021,131,8.014045,152,4.945028,186,1.136873,86,5.668101,8.938807,-5.125227,118,1.888886,1.471672,2.878278,94,0.20134,-13.680226,12.949717,40,5.845783,-14.095168,15.446981,55.597,86.33,59.196,76.3158,48.9247,76.7442,75.7576,63.4615,47.8723,32.5,66,52,0.773182,-0.211954,0.124954,-0.040202,1.742014,51.0753,-3.189799,2,4.372957,0.255651,0.176878,1.580749,-2.576041,0.216265,1.580749,-2.576041,104.97,135.258,50.383,9.631026,2.849416
2025,53344,김동헌,,401,True,44.887781,48.794732,23.299005,5.810226,44.79152,180,3.87043,221,7.39015,182,6.759837,219,5.021051,100,9.798322,16.43068,-2.518914,162,2.984496,3.834939,2.068635,89,1.975528,-21.730245,12.856866,50,13.81516,-28.334927,16.505591,98.429,116.166,91.474,57.1429,34.7032,65.0,47.561,56.25,31.4607,6.0,82,80,-6.252176,-10.96322,-1.010416,-2.079413,-1.27919,65.2968,-0.805545,1,2.255812,-0.481144,-1.580141,-0.709978,-1.082991,-1.030642,-0.709978,-1.082991,76.314,84.164,79.141,23.299005,5.810226
2025,52504,김동혁,,441,True,36.961451,42.264645,26.706329,6.055857,56.356507,163,2.232132,278,8.297825,192,3.27887,249,8.197148,105,4.836727,9.319776,-4.129371,169,1.267999,-0.367179,2.636571,112,8.605954,-16.26713,12.751468,55,17.902144,,17.902144,101.982,58.937,117.868,60.9375,18.4739,66.6667,54.023,36.5854,14.2857,0.0,87,82,0.352867,2.441986,0.057027,0.463176,-0.681249,81.5261,1.91532,3,1.634844,-0.039393,0.344696,-0.617529,1.623991,0.152651,-0.617529,1.623991,103.508,86.226,131.28,26.706329,6.055857
2025,53554,김민석,,949,True,49.315068,48.805241,56.227217,5.924891,48.387367,468,4.15936,481,7.642705,459,6.605464,490,5.287375,255,8.116337,12.503122,-4.192851,381,3.159392,4.289299,1.857127,200,3.068802,-16.341291,12.846818,113,15.358998,-20.461896,18.458884,100.088,113.628,93.687,69.0632,30.8163,73.7255,63.2353,42.3729,33.5,7.9646,204,177,1.886962,3.25881,0.304953,0.618104,0.599173,69.1837,-0.153901,3,0.913581,0.208533,0.499624,0.662893,-0.44523,0.354079,0.662893,-0.44523,108.138,114.786,91.424,56.227217,5.924891
2025,77564,김민성,,1073,True,41.845294,45.352981,72.0577,6.715536,52.4105,449,4.394461,624,8.385668,484,6.822682,589,6.62749,268,7.456982,14.560487,-4.288418,428,4.509851,5.441482,3.595472,246,5.796598,-21.219784,14.320483,131,14.130684,-32.737736,18.426956,111.525,117.199,104.824,60.5372,26.4856,62.3134,58.3333,40.566,23.9837,8.3969,216,212,-6.788907,-2.702652,-1.097158,-0.512617,-0.744327,73.5144,0.572147,1,1.044158,-0.567886,-0.013345,-0.175115,0.294701,-0.290616,-0.175115,0.294701,93.321,96.094,105.676,72.0577,6.715536
2025,64004,김민혁,,1511,True,44.738584,44.706421,84.422178,5.587173,51.414082,676,3.483654,835,7.290141,731,5.415917,780,5.74767,377,5.915726,10.832509,-3.317317,630,3.487484,4.12228,2.775744,346,5.286699,-17.229203,12.168918,158,13.833392,-17.937563,17.413218,95.202,94.071,97.512,63.4747,27.1795,65.252,61.5819,41.6667,23.4104,10.1266,354,276,-3.685466,-0.176063,-0.595609,-0.033394,-0.281445,72.8205,0.455814,3,1.280123,-0.692029,-0.151874,-0.217725,0.164485,-0.421952,-0.217725,0.164485,90.303,95.144,103.168,84.422178,5.587173
2025,65269,김민혁,,81,False,55.555556,43.202932,6.387006,7.885192,57.564367,45,-0.215962,36,18.011636,29,5.974226,52,8.950923,18,5.690604,7.174189,-1.727322,26,0.351988,0.162306,1.148652,23,3.810294,-13.415507,14.884024,14,31.391519,,31.391519,128.446,103.25,124.132,86.2069,38.4615,83.3333,90.9091,73.3333,39.1304,0.0,11,15,9.875849,15.875204,1.596039,3.011078,3.300622,61.5385,-1.435629,4,4.792292,0.946369,2.345661,2.660308,-1.278431,1.646015,2.660308,-1.278431,137.829,159.338,75.376,6.387006,7.885192
2025,69980,김범준,,5,False,20.0,42.464574,0.032366,0.647318,9.412194,1,0.788585,4,0.612001,3,-4.575095,2,8.480937,0,,,,4,-0.760715,0.788585,-1.277149,1,6.27945,,6.27945,0,,,,23.742,-70.184,120.226,33.3333,0.0,,33.3333,0.0,0.0,,3,1,,-14.222409,,-2.697589,-5.03103,100.0,5.012495,,,,-2.697589,-5.03103,5.012495,,-5.03103,5.012495,,-12.217,196.545,0.032366,0.647318
2025,52002,김병준,,17,False,47.058824,41.18415,0.181052,1.06501,8.965465,8,0.962846,9,1.155821,9,-4.210961,8,7.000477,2,2.192848,2.192848,,8,-6.400567,3.23798,-22.464813,2,1.163124,-12.872826,15.199075,5,12.519551,,12.519551,29.784,-64.198,107.924,66.6667,25.0,100.0,57.1429,100.0,50.0,0.0,7,1,23.417203,4.306585,3.784462,0.816837,0.22154,75.0,0.82121,4,7.047055,3.134792,0.15142,-0.418774,0.978408,1.643106,-0.418774,0.978408,137.762,90.659,118.845,0.181052,1.06501
2025,50304,김병휘,,34,False,38.235294,43.437059,2.344567,6.895786,64.814817,13,3.188828,21,9.19057,12,4.06508,22,8.439807,5,-0.242486,5.653678,-4.173262,12,5.455467,7.541441,1.28352,12,8.917528,-11.736056,13.048245,5,12.638641,-6.712012,17.476304,114.133,71.863,119.885,50.0,31.8182,40.0,57.1429,80.0,16.6667,20.0,7,5,-26.998444,-16.397691,-4.363228,-3.110178,-2.404745,68.1818,-0.321871,2,6.138969,-4.232531,-2.893098,-2.56601,0.291887,-3.562814,-2.56601,0.291887,18.118,42.765,105.622,2.344567,6.895786
2025,79402,김상수,,1741,True,36.817921,45.189468,117.378949,6.742042,58.782907,641,5.957195,1100,7.199394,813,5.646058,928,7.702209,462,6.488674,14.003351,-4.173511,691,4.619859,5.997682,3.652668,389,6.675682,-19.525289,13.141947,199,14.828969,-22.77978,16.404204,111.909,97.855,113.755,54.8585,21.0129,58.658,49.8575,32.3529,19.7943,4.0201,351,340,-9.239726,-5.140549,-1.493235,-0.975017,-1.639158,78.9871,1.489653,1,1.500927,-0.963963,-0.475745,-1.069946,1.212207,-0.719854,-1.069946,1.212207,83.456,76.135,123.348,117.378949,6.742042
2025,67610,김석환,,607,True,45.963756,47.934481,37.221657,6.132069,44.90944,279,3.007453,328,8.789897,257,5.710809,350,6.441393,150,6.270596,11.994325,-9.469659,241,3.058013,3.186073,2.922291,156,6.688068,-19.603928,16.061736,60,16.687611,-17.902074,19.158303,103.085,98.919,103.277,68.8716,29.1429,73.3333,62.6168,42.5373,26.2821,6.6667,107,134,3.570132,4.058158,0.57697,0.769718,0.568981,70.8571,0.126647,3,0.928173,0.48055,0.651238,0.632701,-0.164682,0.565894,0.632701,-0.164682,113.006,114.112,96.828,37.221657,6.132069
2025,78603,김선빈,,1211,True,42.444261,43.370912,66.865029,5.521472,43.994228,514,1.960445,697,8.147538,535,5.230175,676,5.75201,286,6.477126,12.566747,-4.342297,463,3.325839,3.550428,3.102218,302,4.96612,-18.762762,14.109358,160,11.215082,-33.507681,16.184278,94.252,91.018,97.549,60.5607,28.1065,63.986,56.6265,42.0561,27.8146,10.0,249,214,-6.217809,-3.639011,-1.004862,-0.690218,-0.740624,71.8935,0.300401,1,0.997127,-0.47559,-0.190946,-0.171412,0.022955,-0.333268,-0.171412,0.022955,92.341,96.177,100.442,66.865029,5.521472
2025,52105,김성우,,14,False,57.142857,52.4676,0.475336,3.395258,42.916624,8,2.514684,6,4.569357,8,1.928162,6,5.351388,5,1.972641,7.39197,-6.156353,7,1.248353,-0.411687,5.398454,1,13.564755,,13.564755,1,15.367188,,15.367188,63.494,36.731,94.219,75.0,33.3333,60.0,100.0,50.0,0.0,0.0,3,4,-2.206253,7.705103,-0.356553,1.46144,1.534674,66.6667,-0.575879,4,5.030048,-1.006223,0.796023,0.89436,-0.418681,-0.1051,0.89436,-0.418681,97.585,119.949,91.936,0.475336,3.395258
2025,62934,김성욱,,492,True,44.715447,46.086054,21.085048,4.285579,36.56543,220,1.739559,272,6.34486,233,3.385881,259,5.09496,109,6.745322,11.830089,-4.965052,216,0.842323,2.147204,-0.415107,120,4.002276,-18.538836,13.662753,47,15.128719,-38.294653,17.503091,76.373,60.697,92.088,58.7983,32.0463,69.7248,49.1935,48.913,30.0,4.2553,124,92,-1.107379,-7.734467,-0.178964,-1.46701,-1.018337,67.9537,-0.360112,1,1.47519,0.350308,-0.967738,-0.449125,-0.637558,-0.308715,-0.449125,-0.637558,92.905,89.982,87.72,21.085048,4.285579
